,Unnamed: 0,FlightNumber,Date,BoosterVersion,PayloadMass,Orbit,LaunchSite,Outcome,Flights,GridFins,Reused,Legs,LandingPad,Block,ReusedCount,Serial,Longitude,Latitude,Class,Year,Month,Day,BoosterCategory
16,16,17,22/12/2015,Falcon 9,2034,LEO,CCAFS SLC 40,True RTLS,1,TRUE,FALSE,TRUE,5e9e3032383ecb267a34e7c7,1,0,B1019,-80.577366,28.5618571,1,2015,12,22,FT
17,17,18,17/01/2016,Falcon 9,553,PO,VAFB SLC 4E,False ASDS,1,TRUE,FALSE,TRUE,5e9e3033383ecbb9e534e7cc,1,0,B1017,-120.610829,34.632093,0,2016,1,17,v1.1
18,18,19,04/03/2016,Falcon 9,5271,GTO,CCAFS SLC 40,False ASDS,1,TRUE,FALSE,TRUE,5e9e3032383ecb6bb234e7ca,1,0,B1020,-80.577366,28.5618571,0,2016,3,4,FT
19,19,20,08/04/2016,Falcon 9,3136,ISS,CCAFS SLC 40,True ASDS,1,TRUE,FALSE,TRUE,5e9e3032383ecb6bb234e7ca,2,1,B1021,-80.577366,28.5618571,1,2016,4,8,FT
20,20,21,06/05/2016,Falcon 9,4696,GTO,CCAFS SLC 40,True ASDS,1,TRUE,FALSE,TRUE,5e9e3032383ecb6bb234e7ca,2,0,B1022,-80.577366,28.5618571,1,2016,5,6,FT
21,21,22,27/05/2016,Falcon 9,3100,GTO,CCAFS SLC 40,True ASDS,1,TRUE,FALSE,TRUE,5e9e3032383ecb6bb234e7ca,2,1,B1023,-80.577366,28.5618571,1,2016,5,27,FT
22,22,23,18/07/2016,Falcon 9,2257,ISS,CCAFS SLC 40,True RTLS,1,TRUE,FALSE,TRUE,5e9e3032383ecb267a34e7c7,2,1,B1025,-80.577366,28.5618571,1,2016,7,18,FT
23,23,24,14/08/2016,Falcon 9,4600,GTO,CCAFS SLC 40,True ASDS,1,TRUE,FALSE,TRUE,5e9e3032383ecb6bb234e7ca,2,0,B1026,-80.577366,28.5618571,1,2016,8,14,FT
24,24,25,01/09/2016,Falcon 9,5500,GTO,CCAFS SLC 40,None ASDS,1,TRUE,FALSE,TRUE,5e9e3032383ecb6bb234e7ca,3,0,B1028,-80.577366,28.5618571,0,2016,9,1,FT
25,25,26,14/01/2017,Falcon 9,9600,PO,VAFB SLC 4E,True ASDS,1,TRUE,FALSE,TRUE,5e9e3033383ecbb9e534e7cc,3,1,B1029,-120.610829,34.632093,1,2017,1,14,FT
26,26,27,19/02/2017,Falcon 9,2490,ISS,KSC LC 39A,True RTLS,1,TRUE,FALSE,TRUE,5e9e3032383ecb267a34e7c7,3,1,B1031,-80.6039558,28.6080585,1,2017,2,19,FT
27,27,28,16/03/2017,Falcon 9,5600,GTO,KSC LC 39A,None None,1,FALSE,FALSE,FALSE,,3,0,B1030,-80.6039558,28.6080585,0,2017,3,16,FT
28,28,29,30/03/2017,Falcon 9,5300,GTO,KSC LC 39A,True ASDS,2,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,2,1,B1021,-80.6039558,28.6080585,1,2017,3,30,FT
29,29,30,01/05/2017,Falcon 9,6104.959412,LEO,KSC LC 39A,True RTLS,1,TRUE,FALSE,TRUE,5e9e3032383ecb267a34e7c7,3,1,B1032,-80.6039558,28.6080585,1,2017,5,1,FT
30,30,31,15/05/2017,Falcon 9,6070,GTO,KSC LC 39A,None None,1,FALSE,FALSE,FALSE,,3,0,B1034,-80.6039558,28.6080585,0,2017,5,15,FT
31,31,32,03/06/2017,Falcon 9,2708,ISS,KSC LC 39A,True RTLS,1,TRUE,FALSE,TRUE,5e9e3032383ecb267a34e7c7,3,1,B1035,-80.6039558,28.6080585,1,2017,6,3,FT
32,32,33,23/06/2017,Falcon 9,3669,GTO,KSC LC 39A,True ASDS,2,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,3,1,B1029,-80.6039558,28.6080585,1,2017,6,23,FT
33,33,34,25/06/2017,Falcon 9,9600,PO,VAFB SLC 4E,True ASDS,1,TRUE,FALSE,TRUE,5e9e3033383ecbb9e534e7cc,3,1,B1036,-120.610829,34.632093,1,2017,6,25,FT
34,34,35,05/07/2017,Falcon 9,6761,GTO,KSC LC 39A,None None,1,FALSE,FALSE,FALSE,,3,0,B1037,-80.6039558,28.6080585,0,2017,7,5,FT
35,35,36,14/08/2017,Falcon 9,2910,ISS,KSC LC 39A,True RTLS,1,TRUE,FALSE,TRUE,5e9e3032383ecb267a34e7c7,4,1,B1039,-80.6039558,28.6080585,1,2017,8,14,B4
36,36,37,24/08/2017,Falcon 9,475,SSO,VAFB SLC 4E,True ASDS,1,TRUE,FALSE,TRUE,5e9e3033383ecbb9e534e7cc,3,1,B1038,-120.610829,34.632093,1,2017,8,24,FT
37,37,38,07/09/2017,Falcon 9,4990,LEO,KSC LC 39A,True RTLS,1,TRUE,FALSE,TRUE,5e9e3032383ecb267a34e7c7,4,1,B1040,-80.6039558,28.6080585,1,2017,9,7,B4
38,38,39,09/10/2017,Falcon 9,9600,PO,VAFB SLC 4E,True ASDS,1,TRUE,FALSE,TRUE,5e9e3033383ecbb9e534e7cc,4,1,B1041,-120.610829,34.632093,1,2017,10,9,B4
39,39,40,11/10/2017,Falcon 9,5200,GTO,KSC LC 39A,True ASDS,2,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,3,1,B1031,-80.6039558,28.6080585,1,2017,10,11,FT
40,40,41,30/10/2017,Falcon 9,3700,GTO,KSC LC 39A,True ASDS,1,TRUE,FALSE,TRUE,5e9e3032383ecb6bb234e7ca,4,0,B1042,-80.6039558,28.6080585,1,2017,10,30,B4
41,41,42,15/12/2017,Falcon 9,2205,ISS,CCAFS SLC 40,True RTLS,2,TRUE,TRUE,TRUE,5e9e3032383ecb267a34e7c7,3,1,B1035,-80.577366,28.5618571,1,2017,12,15,FT
42,42,43,23/12/2017,Falcon 9,9600,PO,VAFB SLC 4E,True Ocean,2,TRUE,TRUE,FALSE,,3,1,B1036,-120.610829,34.632093,1,2017,12,23,FT
43,43,44,08/01/2018,Falcon 9,6104.959412,LEO,CCAFS SLC 40,True RTLS,1,TRUE,FALSE,TRUE,5e9e3032383ecb267a34e7c7,4,1,B1043,-80.577366,28.5618571,1,2018,1,8,B4
44,44,45,31/01/2018,Falcon 9,4230,GTO,CCAFS SLC 40,True Ocean,2,TRUE,TRUE,TRUE,,3,1,B1032,-80.577366,28.5618571,1,2018,1,31,FT
45,45,46,06/03/2018,Falcon 9,6092,GTO,CCAFS SLC 40,None None,1,TRUE,FALSE,TRUE,,4,0,B1044,-80.577366,28.5618571,0,2018,3,6,B4
46,46,47,30/03/2018,Falcon 9,9600,PO,VAFB SLC 4E,None None,2,TRUE,TRUE,TRUE,,4,1,B1041,-120.610829,34.632093,0,2018,3,30,B4
47,47,48,02/04/2018,Falcon 9,2760,ISS,CCAFS SLC 40,None None,2,TRUE,TRUE,TRUE,,4,1,B1039,-80.577366,28.5618571,0,2018,4,2,B4
48,48,49,18/04/2018,Falcon 9,350,HEO,CCAFS SLC 40,True ASDS,1,TRUE,FALSE,TRUE,5e9e3032383ecb6bb234e7ca,4,1,B1045,-80.577366,28.5618571,1,2018,4,18,B4
49,49,50,11/05/2018,Falcon 9,3750,GTO,KSC LC 39A,True ASDS,1,TRUE,FALSE,TRUE,5e9e3032383ecb6bb234e7ca,5,3,B1046,-80.6039558,28.6080585,1,2018,5,11,B5
50,50,51,04/06/2018,Falcon 9,5383.85,GTO,CCAFS SLC 40,None None,2,FALSE,TRUE,FALSE,,4,1,B1040,-80.577366,28.5618571,0,2018,6,4,B4
51,51,52,29/06/2018,Falcon 9,2410,ISS,CCAFS SLC 40,None None,2,FALSE,TRUE,FALSE,,4,1,B1045,-80.577366,28.5618571,0,2018,6,29,B4
52,52,53,22/07/2018,Falcon 9,7076,GTO,CCAFS SLC 40,True ASDS,1,TRUE,FALSE,TRUE,5e9e3032383ecb6bb234e7ca,5,2,B1047,-80.577366,28.5618571,1,2018,7,22,B5
53,53,54,25/07/2018,Falcon 9,9600,PO,VAFB SLC 4E,True ASDS,1,TRUE,FALSE,TRUE,5e9e3033383ecbb9e534e7cc,5,4,B1048,-120.610829,34.632093,1,2018,7,25,B5
54,54,55,07/08/2018,Falcon 9,5800,GTO,CCAFS SLC 40,True ASDS,2,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,5,3,B1046,-80.577366,28.5618571,1,2018,8,7,B5
55,55,56,10/09/2018,Falcon 9,7060,GTO,CCAFS SLC 40,True ASDS,1,TRUE,FALSE,TRUE,5e9e3032383ecb6bb234e7ca,5,5,B1049,-80.577366,28.5618571,1,2018,9,10,B5
56,56,57,08/10/2018,Falcon 9,2800,SSO,VAFB SLC 4E,True RTLS,2,TRUE,TRUE,TRUE,5e9e3032383ecb554034e7c9,5,4,B1048,-120.610829,34.632093,1,2018,10,8,B5
57,57,58,15/11/2018,Falcon 9,3000,GTO,KSC LC 39A,True ASDS,2,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,5,2,B1047,-80.6039558,28.6080585,1,2018,11,15,B5
58,58,59,03/12/2018,Falcon 9,4000,SSO,VAFB SLC 4E,True ASDS,3,TRUE,TRUE,TRUE,5e9e3033383ecbb9e534e7cc,5,3,B1046,-120.610829,34.632093,1,2018,12,3,B5
59,59,60,05/12/2018,Falcon 9,2573,ISS,CCAFS SLC 40,False RTLS,1,TRUE,FALSE,TRUE,5e9e3032383ecb267a34e7c7,5,0,B1050,-80.577366,28.5618571,0,2018,12,5,B5
60,60,61,23/12/2018,Falcon 9,4400,MEO,CCAFS SLC 40,None None,1,FALSE,FALSE,FALSE,,5,0,B1054,-80.577366,28.5618571,0,2018,12,23,B5
61,61,62,11/01/2019,Falcon 9,9600,PO,VAFB SLC 4E,True ASDS,2,TRUE,TRUE,TRUE,5e9e3033383ecbb9e534e7cc,5,5,B1049,-120.610829,34.632093,1,2019,1,11,B5
62,62,63,02/03/2019,Falcon 9,12259,ISS,KSC LC 39A,True ASDS,1,TRUE,FALSE,TRUE,5e9e3032383ecb6bb234e7ca,5,5,B1051,-80.6039558,28.6080585,1,2019,3,2,B5
63,63,64,04/05/2019,Falcon 9,2482,ISS,CCAFS SLC 40,True ASDS,1,TRUE,FALSE,TRUE,5e9e3032383ecb6bb234e7ca,5,3,B1056,-80.577366,28.5618571,1,2019,5,4,B5
64,64,65,24/05/2019,Falcon 9,13620,VLEO,CCAFS SLC 40,True ASDS,3,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,5,5,B1049,-80.577366,28.5618571,1,2019,5,24,B5
65,65,66,12/06/2019,Falcon 9,1425,SSO,VAFB SLC 4E,True RTLS,2,TRUE,TRUE,TRUE,5e9e3032383ecb554034e7c9,5,5,B1051,-120.610829,34.632093,1,2019,6,12,B5
66,66,67,25/07/2019,Falcon 9,2227.7,ISS,CCAFS SLC 40,True RTLS,2,TRUE,TRUE,TRUE,5e9e3032383ecb267a34e7c7,5,3,B1056,-80.577366,28.5618571,1,2019,7,25,B5
67,67,68,06/08/2019,Falcon 9,6500,GTO,CCAFS SLC 40,None None,3,FALSE,TRUE,FALSE,,5,2,B1047,-80.577366,28.5618571,0,2019,8,6,B5
68,68,69,11/11/2019,Falcon 9,15600,VLEO,CCAFS SLC 40,True ASDS,4,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,5,4,B1048,-80.577366,28.5618571,1,2019,11,11,B5
69,69,70,05/12/2019,Falcon 9,5000,ISS,CCAFS SLC 40,True ASDS,1,TRUE,FALSE,TRUE,5e9e3032383ecb6bb234e7ca,5,3,B1059,-80.577366,28.5618571,1,2019,12,5,B5
70,70,71,17/12/2019,Falcon 9,6800,GTO,CCAFS SLC 40,True ASDS,3,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,5,3,B1056,-80.577366,28.5618571,1,2019,12,17,B5
71,71,72,07/01/2020,Falcon 9,15400,VLEO,CCAFS SLC 40,True ASDS,4,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,5,5,B1049,-80.577366,28.5618571,1,2020,1,7,B5
72,72,73,19/01/2020,Falcon 9,6104.959412,SO,KSC LC 39A,None None,4,FALSE,TRUE,FALSE,,5,3,B1046,-80.6039558,28.6080585,0,2020,1,19,B5
73,73,74,29/01/2020,Falcon 9,15600,VLEO,CCAFS SLC 40,True ASDS,3,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,5,5,B1051,-80.577366,28.5618571,1,2020,1,29,B5
74,74,75,17/02/2020,Falcon 9,15400,VLEO,CCAFS SLC 40,False ASDS,4,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,5,3,B1056,-80.577366,28.5618571,0,2020,2,17,B5
75,75,76,07/03/2020,Falcon 9,1977,ISS,CCAFS SLC 40,True RTLS,2,TRUE,TRUE,TRUE,5e9e3032383ecb267a34e7c7,5,3,B1059,-80.577366,28.5618571,1,2020,3,7,B5
76,76,77,18/03/2020,Falcon 9,15600,VLEO,KSC LC 39A,False ASDS,5,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,5,4,B1048,-80.6039558,28.6080585,0,2020,3,18,B5
77,77,78,22/04/2020,Falcon 9,15400,VLEO,KSC LC 39A,True ASDS,4,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,5,5,B1051,-80.6039558,28.6080585,1,2020,4,22,B5
78,78,79,30/05/2020,Falcon 9,9525,ISS,KSC LC 39A,True ASDS,1,TRUE,FALSE,TRUE,5e9e3032383ecb6bb234e7ca,5,2,B1058,-80.6039558,28.6080585,1,2020,5,30,B5
79,79,80,04/06/2020,Falcon 9,15400,VLEO,CCAFS SLC 40,True ASDS,5,TRUE,TRUE,TRUE,5e9e3033383ecbb9e534e7cc,5,5,B1049,-80.577366,28.5618571,1,2020,6,4,B5
80,80,81,13/06/2020,Falcon 9,15400,VLEO,CCAFS SLC 40,True ASDS,3,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,5,3,B1059,-80.577366,28.5618571,1,2020,6,13,B5
81,81,82,30/06/2020,Falcon 9,3880,MEO,CCAFS SLC 40,True ASDS,1,TRUE,FALSE,TRUE,5e9e3033383ecbb9e534e7cc,5,2,B1060,-80.577366,28.5618571,1,2020,6,30,B5
82,82,83,20/07/2020,Falcon 9,6104.959412,GEO,CCAFS SLC 40,True ASDS,2,TRUE,TRUE,TRUE,5e9e3033383ecbb9e534e7cc,5,2,B1058,-80.577366,28.5618571,1,2020,7,20,B5
83,83,84,18/08/2020,Falcon 9,15400,VLEO,CCAFS SLC 40,True ASDS,6,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,5,5,B1049,-80.577366,28.5618571,1,2020,8,18,B5
84,84,85,30/08/2020,Falcon 9,1600,SSO,CCAFS SLC 40,True RTLS,4,TRUE,TRUE,TRUE,5e9e3032383ecb267a34e7c7,5,3,B1059,-80.577366,28.5618571,1,2020,8,30,B5
85,85,86,03/09/2020,Falcon 9,15400,VLEO,KSC LC 39A,True ASDS,2,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,5,2,B1060,-80.6039558,28.6080585,1,2020,9,3,B5
86,86,87,06/10/2020,Falcon 9,15400,VLEO,KSC LC 39A,True ASDS,3,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,5,2,B1058,-80.6039558,28.6080585,1,2020,10,6,B5
87,87,88,18/10/2020,Falcon 9,15400,VLEO,KSC LC 39A,True ASDS,6,TRUE,TRUE,TRUE,5e9e3032383ecb6bb234e7ca,5,5,B1051,-80.6039558,28.6080585,1,2020,10,18,B5
88,88,89,24/10/2020,Falcon 9,15400,VLEO,CCAFS SLC 40,True ASDS,3,TRUE,TRUE,TRUE,5e9e3033383ecbb9e534e7cc,5,2,B1060,-80.577366,28.5618571,1,2020,10,24,B5
89,89,90,05/11/2020,Falcon 9,3681,MEO,CCAFS SLC 40,True ASDS,1,TRUE,FALSE,TRUE,5e9e3032383ecb6bb234e7ca,5,0,B1062,-80.577366,28.5618571,1,2020,11,5,B5
